Restaurant,Burrito Name,Type,Zip Code,Neighborhood,Address,Full Address,URL,Yelp,Google,Cost,Hunger,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Reviewer,Notes,lat,lng
El Rey Moro,Hashbrown,Breakfast,42967,Clairemont,4471 Clairemont Mesa Blvd,"4471 Clairemont Mesa Blvd, Clairemont CA",https://www.yelp.com/biz/el-rey-moro-taco-shop-san-diego,4,3.8,7.49,3,4,2,5,5,1,3,5,4,3,4,Elynn,,32.8338051,-117.1955713
El Torrito Foods,Asada,Carne Asada / Beef,42638,Vista,249 Emerald Dr,"249 Emerald Dr, Vista CA",https://www.yelp.com/biz/el-torito-foods-vista-2,4,4.4,7.49,1,4,3,4,4.5,5,4.5,3,4.5,4,4,Sandra,,33.191101,-117.2790471
El Torrito Foods,Adobada,Carnitas / Pork,42638,Vista,249 Emerald Dr,"249 Emerald Dr, Vista CA",https://www.yelp.com/biz/el-torito-foods-vista-2,4,4.4,7.89,4,4,2,4,3,4,4,4,3.5,4,3.5,Brent,,33.191101,-117.2790471
El Zarape,California,California,42443,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,8.95,5,4,4,5,5,5,4,5,5,5,5,Sankeerth,,32.7618065,-117.1464549
El Zarape,California chicken,California,42443,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,6.95,4,3,3.5,2,3.5,3,2.5,2.5,2.5,2,2.9,Scott,,32.7618065,-117.1464549
El Zarape,Azteca,Specialty,42443,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,7,3.5,3,5,3,3.5,3,1.5,3,3,4,3.3,Scott,,32.7618065,-117.1464549
El Zarape,Lobster,Seafood,42443,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,8.75,3,3,4,2.7,4.7,3,2.4,2,3.7,4.5,3.7,Bankole,,32.7618065,-117.1464549
El Zarape,Surf and Turf,Seafood,42509,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,8.75,4,4.5,3.8,3.8,4.5,3.4,1.5,3,3.8,4,3.8,Katie,,32.7618065,-117.1464549
El Zarape,California,California,42682,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,6.65,4,3,4.5,2.5,2,3.5,5,1.5,2,1.5,2.5,Scott,Fries are terrible. Burrito leaked,32.7618065,-117.1464549
El Zarape,California,California,42682,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,6.6,4,4,3.5,4,4,3.5,4,4,4.5,4.5,4,Ricardo,,32.7618065,-117.1464549
El Zarape,California,California,42682,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,6.6,4.5,4,3,3,3,3.5,3,,3.5,4.5,3,Erin,Meat was too salty,32.7618065,-117.1464549
El Zarape,Carne asada supreme,Carne Asada / Beef,42682,University Heights,4642 Park Blvd,"4642 Park Blvd, University Heights CA",https://www.yelp.com/biz/el-zarape-san-diego,4,4.4,7.5,4,4,5,4,5,5,4,5,4,4,4,Elynn,,32.7618065,-117.1464549
Famoso Mexican Street Food,Cali Diablo,Specialty,42688,Downtown,815 C St,"815 C St, Downtown CA",https://www.yelp.com/biz/famoso-mexican-street-food-san-diego-20,4.5,3.9,6.25,3.5,4,3.5,4,4,5,5,,5,4.5,4.2,Luis,,32.7166296,-117.1571556
Filiberto's,Adobada,Carnitas / Pork,42857,Encinitas,476 S Coast Hwy 101,"476 S Coast Hwy 101, Encinitas CA",https://www.yelp.com/biz/filibertos-encinitas-2,3,3.8,6.6,5,5,4,,5,5,4,,5,3,4.5,Matteo,,33.0463436,-117.2941448
Filiberto's,California,California,42857,Encinitas,476 S Coast Hwy 101,"476 S Coast Hwy 101, Encinitas CA",https://www.yelp.com/biz/filibertos-encinitas-2,3,3.8,6,2,5,4.5,5,5,5,5,,5,4,5,Aga,,33.0463436,-117.2941448
Gloria's Taco Shop,California ,California,42706,South Park,1233 28th St,"1233 28th St, South Park CA",https://www.yelp.com/biz/glorias-taco-shop-san-diego,4,4.3,7.99,3,4,4,4,3.5,2.5,3.5,4,3.5,2.5,3.7,Scott,,32.7186247,-117.1336562
Gloria's Taco Shop,Cabeza,Specialty,42706,South Park,1233 28th St,"1233 28th St, South Park CA",https://www.yelp.com/biz/glorias-taco-shop-san-diego,4,4.3,6.99,2.5,3.5,4,3.5,3.5,3,1,4,4,4.5,3.8,Emily,,32.7186247,-117.1336562
Goody's,Custom,Specialty,42510,La Jolla,Marshall College,"Marshall College, La Jolla CA",https://www.yelp.com/biz/goodys-place-and-market-la-jolla,3.5,4.1,5.55,3.5,4,4.5,3,3,5,3,4,3,5,3.5,Scott,,32.8751747,-117.2358896
Goody's,Custom,Specialty,40679,La Jolla,Marshall College,"Marshall College, La Jolla CA",https://www.yelp.com/biz/goodys-place-and-market-la-jolla,3.5,4.1,5.55,2.5,4.5,4,3.5,4,3.5,4,3,4,5,3.9,Emily,,32.8751747,-117.2358896
Goody's,Custom,Specialty,42510,La Jolla,Marshall College,"Marshall College, La Jolla CA",https://www.yelp.com/biz/goodys-place-and-market-la-jolla,3.5,4.1,7.25,3.5,1.5,1,2,2,2,2,2,2,1,1.8,Scott,Grocery store tortilla; cold guac,32.8751747,-117.2358896
Goody's,Carne Asada,Carne Asada / Beef,42511,La Jolla,Marshall College,"Marshall College, La Jolla CA",https://www.yelp.com/biz/goodys-place-and-market-la-jolla,3.5,4.1,6.5,5,3,,4,5,4,4,,5,5,5,Erika N,,32.8751747,-117.2358896
Graciela's Taco Shop,Adobada ,Carnitas / Pork,42414,Bonita,5047 Central Ave,"5047 Central Ave, Bonita CA",https://www.yelp.com/biz/gracielas-taco-shop-bonita-2,4,4.5,11.75,4,3,,4,5,4,4,5,4,3,4,Sai G,,32.6695006,-117.0215818
Graciela's Taco Shop,Barbacoa,Carne Asada / Beef,42414,Bonita,5047 Central Ave,"5047 Central Ave, Bonita CA",https://www.yelp.com/biz/gracielas-taco-shop-bonita-2,4,4.5,6.5,4,3,,4,4,5,4,4,5,4,5,Jonathan G,Great fish burrito. Not fishy and has great crunch from both cabbage and fried fish. Super generous with amount of fish given,32.6695006,-117.0215818
Humbertos,Pollo california,Chicken,42517,San Diego,1015 25th St,"1015 25th St, San Diego CA",,,,6.5,5,4,,4,4,5,4,4,4,5,4,Laya,A LOT of carne asada!,32.5764184,-117.0797718
Jorge's Mexicatessen,California ,California,42484,Encinitas ,267 N El Camino Real,"267 N El Camino Real, Encinitas  CA",https://www.yelp.com/biz/jorges-mexicatessen-encinitas,4,4.5,8,4,3,,2,3,2,3,2,3,2,2,Albert N,"The price has gone up for the past two years. I would probably rate this lower because of it, but my scores were on raw taste only.",33.0529981,-117.2601254
Jorge's Mexicatessen,Chimichanga beef,Carne Asada / Beef,42484,Encinitas ,267 N El Camino Real,"267 N El Camino Real, Encinitas  CA",https://www.yelp.com/biz/jorges-mexicatessen-encinitas,4,4.5,8,3,3,,1,2,2,2,2,2,1,2,Brittany T,It's gone downhill since 2013. Expensive and only ate it because there's nothing else around. closes early. skimping on the portions.,33.0529981,-117.2601254
Jose's Taco,California,California,42648,Oceanside,3910 Vista Way,"3910 Vista Way, Oceanside CA",https://www.yelp.com/biz/joses-taco-oceanside,4,3.8,7,3.5,3,,5,3,3,4,4,4,4,4,Gurkirat S,,33.184526,-117.2934667
Juanita's Taco Shop,California ,California,42508,Encinitas ,290 N Coast Hwy 101,"290 N Coast Hwy 101, Encinitas  CA",https://www.yelp.com/biz/juanitas-taco-shop-encinitas,4,4.5,,4,5,,5,5,5,4,5,5,5,4.8,Erica,,33.054223,-117.2969337
Juanita's Taco Shop,Arizona,Specialty,42508,Encinitas ,290 N Coast Hwy 101,"290 N Coast Hwy 101, Encinitas  CA",https://www.yelp.com/biz/juanitas-taco-shop-encinitas,4,4.5,7.14,3.5,4,2,4,5,4,2,4,4.5,5,4.4,Scott,not too much rice,33.054223,-117.2969337
JV's Mexican Food,Carne Asada,Carne Asada / Beef,42406,Morena,1112 Morena Blvd,"1112 Morena Blvd, Morena CA",http://jvsmexfood.com/,4,4.1,7.14,5,4,2,4.5,4,3.5,2,3,4,4,4.1,Sage,hashbrowns instead of fries; anterior-posterior uniformity is good but medial-lateral is bad,32.7686218,-117.2003367
JV's Mexican Food,Surf & Turf,Seafood,42406,Morena,1112 Morena Blvd,"1112 Morena Blvd, Morena CA",http://jvsmexfood.com/,4,4.1,6.02,3.2,4.5,2,3.3,3.4,4.5,4.5,3.8,3.7,5,3.7,Dan,one hot side and one cold side from the guac,32.7686218,-117.2003367
Karina's Taco Shop ,Bomb,Specialty,42505,Encinitas ,916 N Coast Hwy 101,"916 N Coast Hwy 101, Encinitas  CA",https://www.yelp.com/biz/karinas-taco-shop-encinitas,4,4.2,6.5,2,1.5,4,2,2,4.5,1,1,2,5,1.5,Scott,,33.0647964,-117.3026313
Karina's Taco Shop ,California ,California,42505,Encinitas ,916 N Coast Hwy 101,"916 N Coast Hwy 101, Encinitas  CA",https://www.yelp.com/biz/karinas-taco-shop-encinitas,4,4.2,5.4,3,2,3.5,4,2.5,3.5,1.5,1.5,3,5,2.7,Emily,,33.0647964,-117.3026313
King Burrito,Adobada,Carnitas / Pork,42598,Oceanside,3490 Marron Rd,"3490 Marron Rd, Oceanside CA",https://www.yelp.com/biz/king-burrito-oceanside-2,4,3.9,5.99,4,4.5,5,3,4,2,2,2,3.75,4,3.2,Scott,not 100% certain about the ingredients (was there guac and pico?),33.1788465,-117.2947296
King Burrito,California,California,42598,Oceanside,3490 Marron Rd,"3490 Marron Rd, Oceanside CA",https://www.yelp.com/biz/king-burrito-oceanside-2,4,3.9,5.5,3,3.5,4,3.5,3,3.5,3.5,2.5,3,2.5,3,Emily,"Best free chips, novel burrito",33.1788465,-117.2947296
Kotija Jr,California,California,42966,Del Mar,2668 Del Mar Heights Rd,"2668 Del Mar Heights Rd, Del Mar CA",https://www.yelp.com/biz/kotija-jr-taco-shop-del-mar,4,4.2,6.25,4,1.5,2.5,3,4.5,4,2,2.75,3.75,3,2.6,Scott,Way too small,32.9497632,-117.246375
Kotija Jr,Steak fajitas,Carne Asada / Beef,42966,Del Mar,2668 Del Mar Heights Rd,"2668 Del Mar Heights Rd, Del Mar CA",https://www.yelp.com/biz/kotija-jr-taco-shop-del-mar,4,4.2,8.95,3.5,3,3,4,4,3.5,3.5,2.5,4,0.5,3,Emily,,32.9497632,-117.246375
Kotija Jr.,Fish,Seafood,42510,Del Mar,2668 Del Mar Heights Rd,"2668 Del Mar Heights Rd, Del Mar CA",https://www.yelp.com/biz/kotija-jr-taco-shop-del-mar,4,4.2,3.5,1,3.5,4.5,,3,,4,3,2.5,4,2.7,Scott,,32.9497632,-117.246375
La Morena Taco Shop and Seafood,California,California,42635,Webster,5059 Federal Blvd,"5059 Federal Blvd, Webster CA",https://www.yelp.com/biz/la-morena-taco-shop-san-diego,4.5,4.7,11.95,4,3.5,4,4,4.5,2.5,2.5,3,4,2,4.2,Scott,Lotus chips add good crunch,32.7211059,-117.0863535
La Perla Cocina,Addiction,Specialty,42459,Pacific Beach,745 Emerald St,"745 Emerald St, Pacific Beach CA",https://www.yelp.com/biz/la-perla-cocina-mexicana-san-diego,4.5,4.7,11.95,3,3,4,4,4,3,2.5,4.5,4,1.5,4,Emily,,32.7981316,-117.2563707
La Perla Cocina,Oaxacalifornia,California,42459,Pacific Beach,745 Emerald St,"745 Emerald St, Pacific Beach CA",https://www.yelp.com/biz/la-perla-cocina-mexicana-san-diego,4.5,4.7,7.5,4,3,5,3.5,3.5,4,4,2.5,3,5,3.5,Sage,,32.7981316,-117.2563707
La Perla Cocina,California,California,42506,Pacific Beach,745 Emerald St,"745 Emerald St, Pacific Beach CA",https://www.yelp.com/biz/la-perla-cocina-mexicana-san-diego,4.5,4.7,4.87,2,3,4,1.5,2,3,5,3,2.5,5,2.6,Scott,"It's pretty good for what it is, but just not the best ingredients for a burrito. also Few white people",32.7981316,-117.2563707
Lola's 7 Up Market & Deli,Shredded beef,Carne Asada / Beef,42429,Carlsbad,3292 Roosevelt St,"3292 Roosevelt St, Carlsbad CA",https://www.yelp.com/biz/lolas-7-up-market-and-deli-carlsbad,4.5,4.9,4.87,2.5,3.5,3,2.5,2.4,3.5,4.5,3,3,1.5,2.6,Emily,,33.157106,-117.3449144
Lola's 7 Up Market & Deli,Carne asada,Carne Asada / Beef,42429,Carlsbad,3292 Roosevelt St,"3292 Roosevelt St, Carlsbad CA",https://www.yelp.com/biz/lolas-7-up-market-and-deli-carlsbad,4.5,4.9,6.25,4.5,3.5,3,2,2,2.5,3,2,1.5,1,2,Kevin,"Sucks, but it is okay.",33.157106,-117.3449144
Lolita's taco shop,Bean and Cheese,Vegetarian,42509,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,5.25,4,4,5,,5,4,4,5,5,5,4.8,Brian,"Great rice and beans burrito, doesn't come with cheese or sour cream. ",32.8316432,-117.1605738
Lolita's taco shop,2 in 1,Specialty,42424,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,8.25,4,5,5,5,5,5,5,,5,4.5,4.9,Brian,,32.8316432,-117.1605738
Lolita's taco shop,Adobado,Carnitas / Pork,42424,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,4.59,4,4,4,5,5,5,5,5,5,4,4.8,Chuck K,,32.8316432,-117.1605738
Lolita's taco shop,California,California,42502,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,2.99,3,4.5,3.5,,4.5,,3.5,3,4,4,4.5,Sarah,Got green and hot salsa put inside the burrito-drive thru,32.8316432,-117.1605738
Lolita's taco shop,2 in 1,Specialty,42502,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,7,2.5,5,5,5,5,5,5,5,5,5,5,Damien B,Get the green sauce,32.8316432,-117.1605738
Lolita's taco shop,2 in 1,Specialty,42502,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,,4.3,3.8,4,,4.7,,5,,4.7,5,4.8,,,32.8316432,-117.1605738
Lolita's Taco shop,Carne asada,Carne Asada / Beef,42517,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,6,5,4,5,5,5,5,4,5,5,5,5,Logan,,32.8316432,-117.1605738
Lolita's Taco shop,Shrimp,Seafood,42517,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,9.43,,4,5,5,5,5,5,5,5,5,5,Chris H,,32.8316432,-117.1605738
Lolita's Taco shop,Bean and cheese,Vegetarian,42517,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,9.25,3.5,2,1,3,3,1,,3,2,4,2.3,Scott,,32.8316432,-117.1605738
Lolita's Taco Shop,California,California,42544,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,7,3,4.5,4,3.5,4,1,1,2,2,4,2.5,Ricardo,,32.8316432,-117.1605738
Lolita's Taco Shop,California,California,42544,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,6.25,2.5,3,4,3,2,1.5,1,3,1.5,3,2,Erin,,32.8316432,-117.1605738
Lolita's Taco Shop,California,California,42544,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,6,4,3,3,1,4,2,2,3,2,1,2,Elynn,,32.8316432,-117.1605738
Lolita's Taco Shop,Mixed,Specialty,42544,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,6,3,4,3.5,4,4,2,4,4,4,3,3.8,Rob,,32.8316432,-117.1605738
Los Cabos,California,California,42609,San Marcos,165 S Rancho Santa Fe Rd,"165 S Rancho Santa Fe Rd, San Marcos CA",https://www.yelp.com/biz/los-cabos-san-marcos,4,4.1,6.35,4.5,4,4,2.5,2,3,2,2,2,3,2,Matteo,,33.1467401,-117.1991346
Los Cabos,Al pastor,Carnitas / Pork,42609,San Marcos,165 S Rancho Santa Fe Rd,"165 S Rancho Santa Fe Rd, San Marcos CA",https://www.yelp.com/biz/los-cabos-san-marcos,4,4.1,7.9,3.5,3.5,4.5,4.5,4,1.5,1.5,3,4,5,3.5,Scott,,33.1467401,-117.1991346
Los palmitos,California,California,42848,Clairemont,5145 Clairemont Mesa Blvd,"5145 Clairemont Mesa Blvd, Clairemont CA",https://www.yelp.com/biz/los-palmitos-taco-shop-san-diego,4,4.1,8.5,3.5,4,4,4,3.5,4,4,4,4.5,4.5,4.2,Emily,,32.8340905,-117.1796656
Los palmitos,Surf & Turf,Seafood,42848,Clairemont,5145 Clairemont Mesa Blvd,"5145 Clairemont Mesa Blvd, Clairemont CA",https://www.yelp.com/biz/los-palmitos-taco-shop-san-diego,4,4.1,6.99,3.5,4,3.5,4,3.5,4,5,2.5,4,4.5,3.9,Scott,,32.8340905,-117.1796656
Los Panchos Taco Shop,California,California,42697,Hillcrest,409 Washington St,"409 Washington St, Hillcrest CA",https://www.yelp.com/biz/los-panchos-san-diego-2,3,3.4,6.99,5,4,4,4,4,2,3,3,4,3,3.5,Brad P,,32.7496735,-117.1612401
Los Panchos Taco Shop,Bitchin California,California,42697,Hillcrest,409 Washington St,"409 Washington St, Hillcrest CA",https://www.yelp.com/biz/los-panchos-san-diego-2,3,3.4,5.7,3.5,3.5,3,3,4,1.5,4,4,4,4,3.7,Scott,,32.7496735,-117.1612401
Los Panchos Taco Shop,Tijuana,Specialty,42697,Hillcrest,409 Washington St,"409 Washington St, Hillcrest CA",https://www.yelp.com/biz/los-panchos-san-diego-2,3,3.4,5.25,4,3.5,3,2.8,3.5,4,4,4,3.5,5,3.2,Emily,,32.7496735,-117.1612401
Los Primos Mexican Food,Monster California,California,42401,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,9.19,2.8,3.5,4.5,4,3.5,5,4.5,3,3.5,5,4,Scott,shrimp is really good. too much chipotle sauce,32.8628023,-117.2245047
Los Primos Mexican Food,619 Burrito Original,Specialty,42506,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,7.85,3,3,4.5,4.5,3.5,3.5,3.5,1,4,1,3.5,Scott,,32.8628023,-117.2245047
Los Primos Mexican Food,California,California,42519,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,6.85,4,3,5,4,3,5,4,3,4,3,4,Christian,,32.8628023,-117.2245047
Los Primos Mexican Food,Monster California,California,42524,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,6.85,4,4,5,3.5,3,4,4,3,3,3,3.5,Sam H,,32.8628023,-117.2245047
Los Primos Mexican Food,California,California,42524,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,6.94,4,4,4,4,4.5,3.2,3,4.5,4.5,2,4.5,Scott,Salsa verde has an interesting hint of garlic,32.8628023,-117.2245047
Los Primos Mexican Food,California breakfast,California,42524,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,6.94,3.75,3.5,3.5,3.5,3.5,4,4,4.5,3.5,4.5,3.8,Emily,,32.8628023,-117.2245047
Los Primos Mexican Food,Baja monster,Specialty,42524,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,7,2.2,2.8,3,3,2,2,4.5,2,1.5,4.5,2.3,Scott,,32.8628023,-117.2245047
Los Primos Mexican Food,Baja monster,Specialty,42524,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,7,3.5,4,4,4,3,4,5,4,4,5,4,Cris,,32.8628023,-117.2245047
Los Primos Mexican Food,Carnitas,Carnitas / Pork,42524,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,7,3,3.5,2,3,4,2,4,3,3,4,3,Matt,,32.8628023,-117.2245047
Los Primos Mexican Food,Surf & Turf,Seafood,42588,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,8.25,4,4,3,4,4,4,5,3,4,5,3.5,Marc,,32.8628023,-117.2245047
Los Primos Mexican Food,Adobada,Carnitas / Pork,42588,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,6.25,3,3.8,1.3,3.5,3.5,4.5,4.5,3.5,4,5,3.9,Scott,Temperature brought it down,32.8628023,-117.2245047
Los Primos Mexican Food,Carne asada,Carne Asada / Beef,42588,UTC,7770 Regents Rd,"7770 Regents Rd, UTC CA",http://www.primosmex.com/,3,3.7,6.25,4.5,4,4,4.5,4,4,3.5,4,4,4.5,4.25,Ricardo,,32.8628023,-117.2245047
Los Tacos,California ,California,42631,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,4,3,2.5,4,4,4,2,2,3,4,4,Elynn,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42631,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,3,5,4,4,4.5,4,4.5,,4,4,4.5,Erin,,33.1826321,-117.3409433
Los Tacos,Fusion,Specialty,42742,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,4,4,3.5,4.5,4,4.5,4,4.5,4.5,5,4.5,Luis,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42742,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,5.5,4.5,5,4,5,4,4.5,4,4,4.5,4,4.5,Matteo,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42750,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,3,4,3,4,3,4,3,3,4,4,4,Brent,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42750,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,4.5,4,5,4.5,4,4.5,4,3,4,5,4.5,Daniel,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42791,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,5,4,3,5,4,4,4,5,5,3,4.2,Alejandro,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42791,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,4,4,4,3.5,4,3,4,4,3.5,4.5,3.75,Ricardo,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42791,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,4,3,2,4,5,4,4,3,4,3,4,Elynn,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42791,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,4,4,3.5,3.5,4,3.5,4,3.5,4,4.5,4,Matteo,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42982,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,3.5,3.5,2,3,3.5,3.5,2.5,2.5,3.5,4.5,3.4,Scott,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42982,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,3,4,4,4.5,5,4.75,5,4,4.5,4.5,,Aga,,33.1826321,-117.3409433
Los Tacos,Local,Specialty,42526,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,7,4.31,3,2.5,3.5,3,3.5,4,3,3,4,,Hannah,,33.1826321,-117.3409433
Los Tacos,Fusion,Specialty,42526,Oceanside,2183 Vista Way,"2183 Vista Way, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside,4,4.2,6.25,4.5,4.5,4,4,4.5,4,4,4.5,4.5,4,4,Brent,,33.1826321,-117.3409433
Los Tacos 2,Al pastor tradicional ,Carnitas / Pork,42868,Oceanside,3480 Marron Rd,"3480 Marron Rd, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside-2,4.5,5,7,2.5,4,4,2,3,2,3.5,3,3,4.5,2.5,Emily,,33.1792619,-117.2951199
Los Tacos 2,Cheese steak,Carne Asada / Beef,42884,Oceanside,3480 Marron Rd,"3480 Marron Rd, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside-2,4.5,5,6.25,2,4,2.5,2.5,3,2,4,3.5,3,4.5,2.6,Scott,,33.1792619,-117.2951199
Los Tacos 2,Local,Specialty,42938,Oceanside,3480 Marron Rd,"3480 Marron Rd, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside-2,4.5,5,7,4,3.5,3,2,2,1,3,3.5,1.5,4,2,Ricardo,,33.1792619,-117.2951199
Los Tacos 2,Local,Specialty,42938,Oceanside,3480 Marron Rd,"3480 Marron Rd, Oceanside CA",https://www.yelp.com/biz/los-tacos-oceanside-2,4.5,5,6.25,3.5,3.5,3.5,2.5,2.5,2.5,4,2,1.5,5,2.2,Scott,,33.1792619,-117.2951199
Lourdes,Carnitas,Carnitas / Pork,42797,Encinitas,2113 San Elijo Ave,"2113 San Elijo Ave, Encinitas CA",https://www.yelp.com/biz/lourdes-encinitas-2,4,4.7,6.25,4,4,5,3,3,4,3.5,4,4,5,3.75,Sage,,33.0208288,-117.2823504
Lourdes,California,California,42797,Encinitas,2113 San Elijo Ave,"2113 San Elijo Ave, Encinitas CA",https://www.yelp.com/biz/lourdes-encinitas-2,4,4.7,4.99,4,4.5,4.5,3.5,4,4.5,5,2.5,4.5,5,4.3,Scott,,33.0208288,-117.2823504
